condition gender age occupation.1 occupation.2 occupation.3 occupation.4 occupation.5 occupation.6 economic.hardship marital.status.1 marital.status.2 marital.status.3 marital.status.4 white education.1 education.2 education.3 education.4            
1 1 34.16712189 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 1 4 5 5 5 5 5 1 1 2 1 1 1
1 0 26.10136986 0 0 0 0 0 0 3.670000076 0 0 0 1 1 0 1 0 0 3 3 3 2 3 3 5 5 4 4 5 4
1 1 35.02191925 0 0 0 0 0 0 4 0 0 0 1 0 0 1 0 0 5 2 3 4 3 3 2 1 4 1 2 1
0 0 27.4876709 1 0 0 0 0 0 2.329999924 0 0 0 0 1 0 0 1 0 3 5 5 2 4 3 1 1 1 1 1 2
1 1 31.6109581 0 1 0 0 0 0 1.330000043 1 0 0 0 0 1 0 0 0 3 4 4 4 4 4 1 1 1 1 1 1
1 0 40.43835449 1 0 0 0 0 0 3 0 0 0 0 1 1 0 0 0 5 5 5 5 5 5 1 1 1 1 1 1
0 1 51.06575394 0 0 1 0 0 0 3.329999924 0 0 0 0 1 0 0 0 1 5 5 5 5 5 5 1 2 2 2 2 3
0 1 49.1479454 0 0 0 0 0 1 4 0 0 0 0 1 0 1 0 0 5 4 5 5 5 5 4 5 4 3 4 5
0 1 30.61917877 0 0 0 0 0 1 1.330000043 0 0 0 1 0 0 0 0 1 3 3 5 3 2 5 1 1 1 1 1 1
1 0 33.34520721 0 0 0 1 0 0 3 1 0 0 0 0 1 0 0 0 5 5 5 5 5 5 1 1 1 1 1 1
1 0 44.10411072 1 0 0 0 0 0 2.329999924 0 0 0 0 1 0 0 1 0 5 5 5 5 5 5 1 1 1 1 1 1
1 1 35.33150864 1 0 0 0 0 0 4.670000076 0 0 0 0 0 0 1 0 0 5 5 5 5 5 4 4 3 3 2 3 3
1 1 25.95890427 0 0 0 0 0 0 2.670000076 0 0 0 1 1 0 1 0 0 3 3 2 3 2 2 1 4 4 2 3 3
1 0 27.66849327 0 0 0 0 0 1 3 0 0 0 1 0 0 0 1 0 4 3 5 5 5 5 1 1 1 1 1 1
1 1 26.29862976 1 0 0 0 0 0 4.670000076 0 0 0 1 1 0 1 0 0 4 5 4 5 4 4 3 4 4 4 2 4
1 0 29.59178162 0 0 0 1 0 0 1.669999957 0 0 0 1 0 0 0 1 0 4 2 3 4 2 3 1 1 1 1 1 1
1 1 42.04931641 0 1 0 0 0 0 3.670000076 0 0 0 1 1 1 0 0 0 4 4 4 5 4 4 1 1 1 2 1 2
1 1 39.67671204 0 0 0 0 1 0 3 0 1 0 0 1 0 1 0 0 2 4 4 2 2 2 1 1 2 2 1 1
0 1 18.27397346 0 0 1 0 0 0 2 0 0 0 1 0 1 0 0 0 4 3 3 4 5 4 1 1 1 1 1 1
0 1 23.31780815 0 1 0 0 0 0 3 0 0 0 1 0 0 1 0 0 5 3 4 5 5 5 1 1 1 1 3 1
1 1 45.43287659 0 0 0 0 0 1 2.670000076 1 0 0 0 0 0 0 1 0 5 5 5 5 5 5 1 1 1 1 1 1
0 0 39.6109581 0 1 0 0 0 0 4.329999924 0 0 0 1 1 0 1 0 0 4 3 4 4 4 4 4 3 4 5 5 4
1 0 36.2410965 0 0 0 1 0 0 3.670000076 0 1 0 0 1 0 1 0 0 3 5 4 4 5 5 2 2 2 2 1 1
1 1 42.31232834 0 1 0 0 0 0 1.330000043 0 1 0 0 0 0 0 1 0 5 5 5 5 5 5 1 1 1 1 1 1
1 0 50.68767166 1 0 0 0 0 0 3.329999924 0 0 0 0 1 0 0 1 0 5 5 5 5 5 5 1 1 1 1 1 1
1 1 46.92602921 0 1 0 0 0 0 5 0 1 0 0 0 0 1 0 0 5 5 5 5 5 5 3 3 3 1 2 4
1 0 43.31232834 0 0 0 1 0 0 3 0 0 0 1 1 0 1 0 0 4 2 3 4 2 4 4 3 2 2 2 2
1 1 47.07397079 1 0 0 0 0 0 2 0 0 1 0 1 0 0 0 1 2 3 3 2 3 2 2 1 2 2 2 2
0 1 55.99726105 0 1 0 0 0 0 2.670000076 0 0 0 0 1 0 0 0 0 4 2 1 2 2 3 3 2 2 2 3 3
1 0 37.64383698 1 0 0 0 0 0 3 0 0 0 0 1 0 1 0 0 5 5 5 5 4 5 2 1 2 1 1 1
0 1 39.74794388 0 0 1 0 0 0 3.329999924 0 0 0 1 1 1 0 0 0 3 3 4 3 4 2 3 3 3 2 4 3
0 0 51.2657547 0 0 0 0 0 1 2.670000076 0 1 0 0 1 0 1 0 0 5 5 5 5 5 5 2 2 2 1 1 1
1 0 34.88767242 0 0 0 1 0 0 4 0 0 0 1 1 0 1 0 0 2 2 3 2 3 3 1 3 4 4 4 2
1 1 64.22465515 1 0 0 0 0 0 1.330000043 0 0 0 0 1 1 0 0 0 5 5 5 5 5 5 1 1 1 1 1 1
1 0 48.44383621 0 0 0 0 0 1 3.329999924 0 0 0 0 1 0 0 0 1 5 5 5 5 5 5 1 1 1 1 1 1
0 0 25.20273972 0 0 0 0 0 0 4.329999924 0 0 0 1 1 1 0 0 0 3 3 3 3 4 4 3 3 3 3 4 3
1 0 35.56712341 0 0 0 0 1 0 4.670000076 0 1 0 0 1 1 0 0 0 3 3 3 3 4 4 2 2 3 3 1 3
0 1 36.83013535 0 1 0 0 0 0 1.669999957 0 0 0 0 1 0 1 0 0 2 3 2 3 3 2 2 3 1 1 1 2
0 1 27.06027412 0 1 0 0 0 0 4.670000076 0 0 0 1 1 0 1 0 0 4 4 5 4 4 5 4 3 4 4 5 5
1 1 41.22739792 1 0 0 0 0 0 2 0 0 0 0 1 0 1 0 0 3 5 2 4 3 4 2 2 2 2 2 1
0 1 42.65479279 0 1 0 0 0 0 2.670000076 0 0 0 0 1 0 1 0 0 4 5 5 5 5 4 3 3 2 3 3 4
0 1 42.5369873 0 0 0 0 0 0 2 0 1 0 0 1 1 0 0 0 2 2 4 3 3 2 3 4 3 4 4 4
1 0 37.99452209 0 0 0 0 1 0 3.329999924 0 0 0 1 1 0 1 0 0 2 3 2 4 3 2 2 1 2 3 2 1
0 1 54.70410919 0 1 0 0 0 0 4.670000076 0 0 1 0 1 1 0 0 0 2 2 4 2 1 2 5 5 5 5 5 5
0 1 44.51506805 0 1 0 0 0 0 4 0 0 0 0 0 0 1 0 0 4 5 3 5 4 5 1 2 1 2 1 3
0 1 40.93972778 0 1 0 0 0 0 5 1 0 0 0 1 0 1 0 0 5 5 5 5 5 5 5 5 5 5 5 5
0 1 34.1178093 0 1 0 0 0 0 2.670000076 0 0 0 0 1 0 0 1 0 4 2 5 5 4 4 3 3 3 2 2 2
0 0 20.01917839 0 0 0 0 0 0 2.329999924 0 0 0 1 1 1 0 0 0 2 3 2 2 2 2 4 3 3 2 3 2
1 1 42.27397156 0 1 0 0 0 0 3 0 0 0 0 1 1 0 0 0 3 4 3 3 3 3 4 2 2 3 3 2
1 0 36.98630142 1 0 0 0 0 0 3 0 0 0 1 1 0 0 1 0 5 5 5 5 5 5 3 2 3 3 3 4
1 0 57.28493118 0 0 1 0 0 0 3.670000076 0 0 0 0 1 1 0 0 0 5 5 5 5 5 5 1 1 1 1 1 1
1 0 39.87945175 1 0 0 0 0 0 3.670000076 1 0 0 0 1 0 1 0 0 5 5 5 5 5 5 2 4 4 3 3 4
1 0 23.47945213 1 0 0 0 0 0 2.670000076 0 0 0 1 1 1 0 0 0 5 5 5 5 5 5 1 1 1 1 1 1
1 1 50.95616531 0 0 1 0 0 0 3 1 0 0 0 1 0 0 0 0 5 5 5 5 5 5 2 2 3 3 1 2
